entry_go_key,show_no,focus_day,ring_day_no,ring_no,class_no,class_start_time,display_time,entry_count,entry_no,entry_order,horse,rider,trainer,go_time
29065|2974|10,14906,2026-06-10,3907,678,29065,11:45:00,11:45 am,11,2974,10,St. Nick,Kalli Core,Bobby Boulger,
29065|3034|11,14906,2026-06-10,3907,678,29065,11:45:00,11:45 am,11,3034,11,Napoleon,Robert P. Stucky,Robert P. Stucky,
29056|1027|1,14906,2026-06-10,3907,678,29056,12:15:00,12:15 pm,12,1027,1,Fort Knox,Lainey Posa,Alan Korotkin,
29056|1029|2,14906,2026-06-10,3907,678,29056,12:15:00,12:15 pm,12,1029,2,Halo,Carsyn Korotkin,Alan Korotkin,
29056|1495|3,14906,2026-06-10,3907,678,29056,12:15:00,12:15 pm,12,1495,3,Parade,Devin A. Seek,Bibby F. Hill,
29056|1498|4,14906,2026-06-10,3907,678,29056,12:15:00,12:15 pm,12,1498,4,Untitled,Katherine Addington,Bibby F. Hill,
29056|1509|5,14906,2026-06-10,3907,678,29056,12:15:00,12:15 pm,12,1509,5,Amuze Bouche,Wendy J. Hechler,Wendy J. Hechler,
29056|1554|6,14906,2026-06-10,3907,678,29056,12:15:00,12:15 pm,12,1554,6,Going Global,Lindsay Meyer,Jenny Miller,
29056|1966|7,14906,2026-06-10,3907,678,29056,12:15:00,12:15 pm,12,1966,7,Carli De Sabette,Vannakay Hurnevich,Kim E. Burnette,
29056|2183|8,14906,2026-06-10,3907,678,29056,12:15:00,12:15 pm,12,2183,8,Follow Me Home,Caitlin Maloney,Caitlin Maloney,
29056|2386|9,14906,2026-06-10,3907,678,29056,12:15:00,12:15 pm,12,2386,9,Marvick,Sierra Montgomery,Lisa Hasenbeck,
29056|2390|10,14906,2026-06-10,3907,678,29056,12:15:00,12:15 pm,12,2390,10,Poptart,Lainey Posa,Alan Korotkin,
29056|2391|11,14906,2026-06-10,3907,678,29056,12:15:00,12:15 pm,12,2391,11,Benlea Magic Dragon,Noemi Varela,Dana Ventrice,
29056|2973|12,14906,2026-06-10,3907,678,29056,12:15:00,12:15 pm,12,2973,12,Khan Of Ballmore,Mari Gromkowski,Mari Gromkowski,
29057|1027|1,14906,2026-06-10,3907,678,29057,12:15:00,12:15 pm,11,1027,1,Fort Knox,Jessica Heap,Alan Korotkin,
29057|1029|2,14906,2026-06-10,3907,678,29057,12:15:00,12:15 pm,11,1029,2,Halo,Kate Marisch,Alan Korotkin,
29057|1495|3,14906,2026-06-10,3907,678,29057,12:15:00,12:15 pm,11,1495,3,Parade,Devin A. Seek,Bibby F. Hill,
29057|1498|4,14906,2026-06-10,3907,678,29057,12:15:00,12:15 pm,11,1498,4,Untitled,Katherine Addington,Bibby F. Hill,
29057|1554|5,14906,2026-06-10,3907,678,29057,12:15:00,12:15 pm,11,1554,5,Going Global,Lindsay Meyer,Jenny Miller,
29057|1966|6,14906,2026-06-10,3907,678,29057,12:15:00,12:15 pm,11,1966,6,Carli De Sabette,Vannakay Hurnevich,Kim E. Burnette,
29057|2183|7,14906,2026-06-10,3907,678,29057,12:15:00,12:15 pm,11,2183,7,Follow Me Home,Caitlin Maloney,Caitlin Maloney,
29057|2386|8,14906,2026-06-10,3907,678,29057,12:15:00,12:15 pm,11,2386,8,Marvick,Sierra Montgomery,Lisa Hasenbeck,
29057|2390|9,14906,2026-06-10,3907,678,29057,12:15:00,12:15 pm,11,2390,9,Poptart,Jessica Heap,Alan Korotkin,
29057|2391|10,14906,2026-06-10,3907,678,29057,12:15:00,12:15 pm,11,2391,10,Benlea Magic Dragon,Noemi Varela,Dana Ventrice,
29057|2973|11,14906,2026-06-10,3907,678,29057,12:15:00,12:15 pm,11,2973,11,Khan Of Ballmore,Angela R. Calkins,Mari Gromkowski,
33485|1682|1,14906,2026-06-10,4293,737,33485,08:48:00,8:48am,1,1682,1,Allegra Van Het Eikenhof Z,Aria Collins,Jessica Collins,
29408|1424|1,14906,2026-06-10,4295,750,29408,08:00:00,8:00am,3,1424,1,Arthur,Stefano Baruzzo,Stefano Baruzzo,
29408|2543|2,14906,2026-06-10,4295,750,29408,08:00:00,8:00am,3,2543,2,Billy Snowdonia,Camille Maynard,Camille Maynard,
29408|2882|3,14906,2026-06-10,4295,750,29408,08:00:00,8:00am,3,2882,3,Crush,Scott Diffey,Scott Diffey,
